token	score	savings	qwen_tokens
rəsmiləşdirilir	-12.963700294494629	8	r ÉĻ sm il ÉĻ ÅŁ dir il ir
nəzarətçiləri	-12.957991600036621	8	n ÉĻ zar ÉĻ t Ã§ il ÉĻ ri
irəlilədikcə	-12.949976921081543	8	ir ÉĻ l il ÉĻ d ik c ÉĻ
hüceyrələrə	-12.947144508361816	8	h Ã¼ ce yr ÉĻ l ÉĻ r ÉĻ
Mütəxəssislərin	-12.946771621704102	8	M Ã¼t ÉĻ x ÉĻ ss isl ÉĻ rin
şəhadətnaməsinin	-12.946346282958984	8	ÅŁ ÉĻ had ÉĻ tn am ÉĻ sin in
hədəfləyən	-12.94388484954834	8	h ÉĻ d ÉĻ fl ÉĻ y ÉĻ n
təcrübələrinin	-12.94385814666748	8	t ÉĻ cr Ã¼b ÉĻ l ÉĻ rin in
cəmiyyətlərdə	-12.941621780395508	8	c ÉĻ mi yy ÉĻ tl ÉĻ rd ÉĻ
səsverməsində	-12.941598892211914	8	s ÉĻ s ver m ÉĻ s ind ÉĻ
ləndiriləcək	-12.940503120422363	8	l ÉĻ nd ir il ÉĻ c ÉĻ k
qabiliyyətindən	-12.934069633483887	8	q ab ili yy ÉĻ t ind ÉĻ n
nəzəriyyəyə	-12.930648803710938	8	n ÉĻ z ÉĻ ri yy ÉĻ y ÉĻ
sənayeləşmə	-12.926522254943848	8	s ÉĻ n ay el ÉĻ ÅŁ m ÉĻ
gözlədikləri	-12.926335334777832	8	g Ã¶ zl ÉĻ d ik l ÉĻ ri
bölgələrindəki	-12.925862312316895	8	bÃ¶ lg ÉĻ l ÉĻ r ind ÉĻ ki
səsləndirilən	-12.923738479614258	8	s ÉĻ sl ÉĻ nd ir il ÉĻ n
peyğəmbərlər	-12.923730850219727	8	pe y ÄŁ ÉĻ mb ÉĻ rl ÉĻ r
əlaqələndirilmiş	-12.910853385925293	8	ÉĻ la q ÉĻ l ÉĻ nd ir ilmiÅŁ
sahiblərindən	-12.909893035888672	8	s ah ib l ÉĻ r ind ÉĻ n
sərhədlərində	-12.908628463745117	8	s ÉĻ rh ÉĻ dl ÉĻ r ind ÉĻ
söylədikləri	-12.907922744750977	8	s Ã¶ yl ÉĻ d ik l ÉĻ ri
ədəbiyyatşünas	-12.905801773071289	8	ÉĻ d ÉĻ bi yy at ÅŁ Ã¼n as
mərasimlərində	-12.901962280273438	8	m ÉĻ ras im l ÉĻ r ind ÉĻ
dəyişdirilməsini	-12.894371032714844	8	d ÉĻ yi ÅŁ dir ilm ÉĻ s ini
ödənişlərinin	-12.892654418945312	8	Ã¶ d ÉĻ ni ÅŁ l ÉĻ rin in
dəyişdirdilər	-12.891703605651855	8	d ÉĻ yi ÅŁ d ird il ÉĻ r
bələdiyyəyə	-12.89041519165039	8	b ÉĻ l ÉĻ di yy ÉĻ y ÉĻ
mübahisələrdən	-12.883551597595215	8	mÃ¼ bah is ÉĻ l ÉĻ rd ÉĻ n
cümlələrində	-12.881209373474121	8	c Ã¼ ml ÉĻ l ÉĻ r ind ÉĻ
kəsişmədən	-12.874730110168457	8	k ÉĻ si ÅŁ m ÉĻ d ÉĻ n
qiymətləndirilmə	-12.87392807006836	8	qi ym ÉĻ tl ÉĻ nd ir ilm ÉĻ
müəyyənləşdirə	-12.87102222442627	8	mÃ¼ ÉĻ yy ÉĻ nl ÉĻ ÅŁ dir ÉĻ
tərəflərdən	-12.861145973205566	8	t ÉĻ r ÉĻ fl ÉĻ rd ÉĻ n
nailiyyətlərinə	-12.855549812316895	8	n ail i yy ÉĻ tl ÉĻ rin ÉĻ
hərəkətverici	-12.842561721801758	8	h ÉĻ r ÉĻ k ÉĻ t ver ici
sakitləşdirmək	-12.838168144226074	8	s akit l ÉĻ ÅŁ d irm ÉĻ k
Mühafizəçilər	-12.834879875183105	8	M Ã¼h af iz ÉĻ Ã§ il ÉĻ r
təsirlərindən	-12.816850662231445	8	t ÉĻ s irl ÉĻ r ind ÉĻ n
sənədləşdirilmiş	-12.811165809631348	8	s ÉĻ n ÉĻ dl ÉĻ ÅŁ dir ilmiÅŁ
səviyyəsindəki	-12.80640697479248	8	s ÉĻ vi yy ÉĻ s ind ÉĻ ki
irəliləməsini	-12.79111385345459	8	ir ÉĻ l il ÉĻ m ÉĻ s ini
səviyyələrinin	-12.790606498718262	8	s ÉĻ vi yy ÉĻ l ÉĻ rin in
mühərriklərinin	-12.790392875671387	8	m Ã¼h ÉĻ r ri kl ÉĻ rin in
təşəbbüslərin	-12.790319442749023	8	t ÉĻ ÅŁ ÉĻ bb Ã¼ sl ÉĻ rin
müəyyənləşdirib	-12.788188934326172	8	mÃ¼ ÉĻ yy ÉĻ nl ÉĻ ÅŁ dir ib
hərəkətliliyi	-12.78752326965332	8	h ÉĻ r ÉĻ k ÉĻ tl ili yi
gələcəyinə	-12.787104606628418	8	g ÉĻ l ÉĻ c ÉĻ y in ÉĻ
gözləyərkən	-12.787067413330078	8	g Ã¶ zl ÉĻ y ÉĻ rk ÉĻ n
hakimiyyətindən	-12.78028392791748	8	h ak imi yy ÉĻ t ind ÉĻ n
çoxmərtəbəli	-12.779958724975586	8	Ã§ ox m ÉĻ rt ÉĻ b ÉĻ li
xərçəngindən	-12.778051376342773	8	x ÉĻ r Ã§ ÉĻ ng ind ÉĻ n
səviyyələrini	-12.771273612976074	8	s ÉĻ vi yy ÉĻ l ÉĻ r ini
qiymətləndirilə	-12.768982887268066	8	qi ym ÉĻ tl ÉĻ nd ir il ÉĻ
birləşməsində	-12.767557144165039	8	b irl ÉĻ ÅŁ m ÉĻ s ind ÉĻ
birləşmədən	-12.766329765319824	8	b irl ÉĻ ÅŁ m ÉĻ d ÉĻ n
ödəyicilərinin	-12.76561164855957	8	Ã¶ d ÉĻ y ic il ÉĻ rin in
yarımbəndlərində	-12.76551628112793	8	yar Ä± mb ÉĻ ndl ÉĻ r ind ÉĻ
nəzəriyyəsinə	-12.762588500976562	8	n ÉĻ z ÉĻ ri yy ÉĻ sin ÉĻ
öldürülməsindən	-12.761981964111328	8	Ã¶ ld Ã¼rÃ¼ lm ÉĻ s ind ÉĻ n
ənənələrinin	-12.758249282836914	8	ÉĻ n ÉĻ n ÉĻ l ÉĻ rin in
çətinləşdirdi	-12.74985408782959	8	Ã§ ÉĻ tin l ÉĻ ÅŁ d ird i
göndərişləri	-12.748998641967773	8	g Ã¶ nd ÉĻ ri ÅŁ l ÉĻ ri
nailiyyətlərə	-12.747834205627441	8	n ail i yy ÉĻ tl ÉĻ r ÉĻ
hüceyrələrdə	-12.737587928771973	8	h Ã¼ ce yr ÉĻ l ÉĻ rd ÉĻ
Məhəmmədəli	-12.736337661743164	8	M ÉĻ h ÉĻ mm ÉĻ d ÉĻ li
şəhərlərdən	-12.73434066772461	8	ÅŁ ÉĻ h ÉĻ rl ÉĻ rd ÉĻ n
göndəriləcək	-12.73419189453125	8	g Ã¶ nd ÉĻ ril ÉĻ c ÉĻ k
Dəyişikliklər	-12.734024047851562	8	D ÉĻ yi ÅŁ ik lik l ÉĻ r
fərqləndirmək	-12.729713439941406	8	f ÉĻ r ql ÉĻ nd irm ÉĻ k
dəyərləndirmə	-12.727405548095703	8	d ÉĻ y ÉĻ rl ÉĻ nd irm ÉĻ
həvəsləndirmə	-12.726157188415527	8	h ÉĻ v ÉĻ sl ÉĻ nd irm ÉĻ
məhəllələri	-12.718545913696289	8	m ÉĻ h ÉĻ ll ÉĻ l ÉĻ ri
Yanğınsöndürmə	-12.716434478759766	8	Y an ÄŁÄ± ns Ã¶ nd Ã¼r m ÉĻ
rəhbərliyində	-12.716117858886719	8	r ÉĻ hb ÉĻ r li y ind ÉĻ
dəstəkləməsi	-12.710680961608887	8	d ÉĻ st ÉĻ kl ÉĻ m ÉĻ si
əvvəllərindəki	-12.709822654724121	8	ÉĻ vv ÉĻ ll ÉĻ r ind ÉĻ ki
möhkəmləndirir	-12.704501152038574	8	m Ã¶h k ÉĻ ml ÉĻ nd ir ir
fəaliyyətlərə	-12.701382637023926	8	f ÉĻ ali yy ÉĻ tl ÉĻ r ÉĻ
gözləyərək	-12.696577072143555	8	g Ã¶ zl ÉĻ y ÉĻ r ÉĻ k
təyyarələrini	-12.6943998336792	8	t ÉĻ yy ar ÉĻ l ÉĻ r ini
təcrübələrinə	-12.691473007202148	8	t ÉĻ cr Ã¼b ÉĻ l ÉĻ rin ÉĻ
müqaviləsindən	-12.688838005065918	8	mÃ¼ q av il ÉĻ s ind ÉĻ n
hüquqşünaslıq	-12.688319206237793	8	h Ã¼ qu q ÅŁ Ã¼n as lÄ± q
pəncərələrin	-12.687355995178223	8	p ÉĻ nc ÉĻ r ÉĻ l ÉĻ rin
məhəllələr	-12.683835983276367	8	m ÉĻ h ÉĻ ll ÉĻ l ÉĻ r
mərtəbələr	-12.681985855102539	8	m ÉĻ rt ÉĻ b ÉĻ l ÉĻ r
səyahətçilər	-12.680816650390625	8	s ÉĻ yah ÉĻ t Ã§ il ÉĻ r
dəstəkləyirdi	-12.67864990234375	8	d ÉĻ st ÉĻ kl ÉĻ y ird i
zəhərlənməsi	-12.676013946533203	8	z ÉĻ h ÉĻ rl ÉĻ nm ÉĻ si
dəyişdirilməsinə	-12.674498558044434	8	d ÉĻ yi ÅŁ dir ilm ÉĻ sin ÉĻ
xəsarətlərdən	-12.674345970153809	8	x ÉĻ sar ÉĻ tl ÉĻ rd ÉĻ n
hüceyrələrini	-12.667824745178223	8	h Ã¼ ce yr ÉĻ l ÉĻ r ini
nailiyyətlərini	-12.66348934173584	8	n ail i yy ÉĻ tl ÉĻ r ini
mənimsənilməsi	-12.662495613098145	8	m ÉĻ n ims ÉĻ nil m ÉĻ si
müzakirələrdə	-12.65481948852539	8	m Ã¼z ak ir ÉĻ l ÉĻ rd ÉĻ
hərəkətində	-12.650664329528809	8	h ÉĻ r ÉĻ k ÉĻ t ind ÉĻ
məğlubiyyətlə	-12.64954948425293	8	m ÉĻ ÄŁ l ubi yy ÉĻ tl ÉĻ
fərqləndirən	-12.647865295410156	8	f ÉĻ r ql ÉĻ nd ir ÉĻ n
Zərərçəkmiş	-12.637369155883789	8	Z ÉĻ r ÉĻ r Ã§ ÉĻ k miÅŁ
çərçivələri	-12.633041381835938	8	Ã§ ÉĻ r Ã§ iv ÉĻ l ÉĻ ri
mühafizəçilər	-12.631699562072754	8	m Ã¼h af iz ÉĻ Ã§ il ÉĻ r
möhkəmlənməsi	-12.624042510986328	8	m Ã¶h k ÉĻ ml ÉĻ nm ÉĻ si
möhkəmləndirdi	-12.62121295928955	8	m Ã¶h k ÉĻ ml ÉĻ nd ird i
fövqəltəbii	-12.610517501831055	8	f Ã¶ v q ÉĻ lt ÉĻ b ii
cəmiyyətlərinin	-12.60948657989502	8	c ÉĻ mi yy ÉĻ tl ÉĻ rin in
vərəqələri	-12.588788986206055	8	v ÉĻ r ÉĻ q ÉĻ l ÉĻ ri
nümayəndəliklər	-12.584665298461914	8	nÃ¼ may ÉĻ nd ÉĻ lik l ÉĻ r
maliyyələşən	-12.575390815734863	8	m ali yy ÉĻ l ÉĻ ÅŁ ÉĻ n
Tərəfdaşlıq	-12.574126243591309	8	T ÉĻ r ÉĻ f da ÅŁ lÄ± q
xərçəngdən	-12.5689697265625	8	x ÉĻ r Ã§ ÉĻ ng d ÉĻ n
xidmətlərdən	-12.56812572479248	8	x id m ÉĻ tl ÉĻ rd ÉĻ n
məğlubiyyətini	-12.567995071411133	8	m ÉĻ ÄŁ l ubi yy ÉĻ t ini
ənənələrinə	-12.566667556762695	8	ÉĻ n ÉĻ n ÉĻ l ÉĻ rin ÉĻ
zəlzələdən	-12.564723014831543	8	z ÉĻ lz ÉĻ l ÉĻ d ÉĻ n
əlaqələndirdi	-12.55993938446045	8	ÉĻ la q ÉĻ l ÉĻ nd ird i
xəstəliklərinə	-12.558890342712402	8	x ÉĻ st ÉĻ lik l ÉĻ rin ÉĻ
nöqtələrində	-12.555252075195312	8	n Ã¶ qt ÉĻ l ÉĻ r ind ÉĻ
qabiliyyətlərini	-12.554288864135742	8	q ab ili yy ÉĻ tl ÉĻ r ini
müqavilələrinin	-12.548643112182617	8	mÃ¼ q av il ÉĻ l ÉĻ rin in
nümayəndələrinə	-12.5413179397583	8	nÃ¼ may ÉĻ nd ÉĻ l ÉĻ rin ÉĻ
irəliləməyə	-12.535593032836914	8	ir ÉĻ l il ÉĻ m ÉĻ y ÉĻ
mərtəbədəki	-12.53558349609375	8	m ÉĻ rt ÉĻ b ÉĻ d ÉĻ ki
nümayəndələrini	-12.513537406921387	8	nÃ¼ may ÉĻ nd ÉĻ l ÉĻ r ini
birləşdirməyə	-12.510340690612793	8	b irl ÉĻ ÅŁ d irm ÉĻ y ÉĻ
mərtəbədən	-12.504459381103516	8	m ÉĻ rt ÉĻ b ÉĻ d ÉĻ n
müqavilələrə	-12.481030464172363	8	mÃ¼ q av il ÉĻ l ÉĻ r ÉĻ
məğlubiyyətdə	-12.477667808532715	8	m ÉĻ ÄŁ l ubi yy ÉĻ td ÉĻ
mərhələdən	-12.476755142211914	8	m ÉĻ rh ÉĻ l ÉĻ d ÉĻ n
mənbələrində	-12.476731300354004	8	m ÉĻ nb ÉĻ l ÉĻ r ind ÉĻ
mənzərələri	-12.472041130065918	8	m ÉĻ nz ÉĻ r ÉĻ l ÉĻ ri
qiymətləndirən	-12.46611213684082	8	qi ym ÉĻ tl ÉĻ nd ir ÉĻ n
tövsiyələri	-12.466022491455078	8	t Ã¶ v si y ÉĻ l ÉĻ ri
genişləndirməyə	-12.462480545043945	8	gen iÅŁ l ÉĻ nd irm ÉĻ y ÉĻ
əlaqələndirilib	-12.457560539245605	8	ÉĻ la q ÉĻ l ÉĻ nd ir ilib
keçirilməsindən	-12.450409889221191	8	ke Ã§ ir ilm ÉĻ s ind ÉĻ n
müstəmləkəçilik	-12.444263458251953	8	mÃ¼ st ÉĻ ml ÉĻ k ÉĻ Ã§ ilik
İstifadəçilər	-12.437960624694824	8	Ä° st if ad ÉĻ Ã§ il ÉĻ r
ənənələrini	-12.436786651611328	8	ÉĻ n ÉĻ n ÉĻ l ÉĻ r ini
Vətənpərvər	-12.425884246826172	8	V ÉĻ t ÉĻ np ÉĻ rv ÉĻ r
göndərilməsini	-12.423419952392578	8	g Ã¶ nd ÉĻ r ilm ÉĻ s ini
fərqlənməyə	-12.41919231414795	8	f ÉĻ r ql ÉĻ nm ÉĻ y ÉĻ
göyərtəsində	-12.418656349182129	8	g Ã¶ y ÉĻ rt ÉĻ s ind ÉĻ
sürətləndirmək	-12.417689323425293	8	s Ã¼r ÉĻ tl ÉĻ nd irm ÉĻ k
Tələbələrin	-12.414118766784668	8	T ÉĻ l ÉĻ b ÉĻ l ÉĻ rin
özəlləşdirilməsi	-12.40853500366211	8	Ã¶z ÉĻ ll ÉĻ ÅŁ dir ilm ÉĻ si
ləşdiriləcək	-12.398805618286133	8	l ÉĻ ÅŁ dir il ÉĻ c ÉĻ k
etməyəcəyini	-12.39086627960205	8	et m ÉĻ y ÉĻ c ÉĻ y ini
şirkətlərindən	-12.385412216186523	8	ÅŁ irk ÉĻ tl ÉĻ r ind ÉĻ n
ləşdirilərək	-12.382410049438477	8	l ÉĻ ÅŁ dir il ÉĻ r ÉĻ k
mədəniyyətə	-12.375213623046875	8	m ÉĻ d ÉĻ ni yy ÉĻ t ÉĻ
fəaliyyətlərinə	-12.366395950317383	8	f ÉĻ ali yy ÉĻ tl ÉĻ rin ÉĻ
hadisələrindən	-12.365926742553711	8	had is ÉĻ l ÉĻ r ind ÉĻ n
nümunələrindən	-12.364827156066895	8	nÃ¼ mun ÉĻ l ÉĻ r ind ÉĻ n
xatirələrində	-12.35270881652832	8	x at ir ÉĻ l ÉĻ r ind ÉĻ
təsdiqlənən	-12.343208312988281	8	t ÉĻ s di ql ÉĻ n ÉĻ n
təşəbbüslər	-12.324602127075195	8	t ÉĻ ÅŁ ÉĻ bb Ã¼ sl ÉĻ r
qələbələr	-12.322830200195312	8	q ÉĻ l ÉĻ b ÉĻ l ÉĻ r
şəxsiyyətləri	-12.311076164245605	8	ÅŁ ÉĻ x si yy ÉĻ tl ÉĻ ri
işəgötürənlər	-12.306015014648438	8	iÅŁ ÉĻ g Ã¶t Ã¼r ÉĻ nl ÉĻ r
yarımmüdafiəçisi	-12.303027153015137	8	yar Ä± mm Ã¼ d afi ÉĻ Ã§ isi
ləndirilməsində	-12.30274772644043	8	l ÉĻ nd ir ilm ÉĻ s ind ÉĻ
göbələklər	-12.286203384399414	8	g Ã¶ b ÉĻ l ÉĻ kl ÉĻ r
dərəcələr	-12.280123710632324	8	d ÉĻ r ÉĻ c ÉĻ l ÉĻ r
məsləhətlər	-12.271259307861328	8	m ÉĻ sl ÉĻ h ÉĻ tl ÉĻ r
təşəbbüsləri	-12.270122528076172	8	t ÉĻ ÅŁ ÉĻ bb Ã¼ sl ÉĻ ri
məhkəmələrin	-12.26734447479248	8	m ÉĻ hk ÉĻ m ÉĻ l ÉĻ rin
ləşdirilməsində	-12.253463745117188	8	l ÉĻ ÅŁ dir ilm ÉĻ s ind ÉĻ
pəncərədən	-12.253066062927246	8	p ÉĻ nc ÉĻ r ÉĻ d ÉĻ n
vəziyyətindən	-12.247368812561035	8	v ÉĻ zi yy ÉĻ t ind ÉĻ n
dəyişdirərək	-12.241263389587402	8	d ÉĻ yi ÅŁ dir ÉĻ r ÉĻ k
sərnişinləri	-12.238517761230469	8	s ÉĻ r ni ÅŁ in l ÉĻ ri
sənədlərində	-12.235654830932617	8	s ÉĻ n ÉĻ dl ÉĻ r ind ÉĻ
vəziyyətlərdə	-12.234389305114746	8	v ÉĻ zi yy ÉĻ tl ÉĻ rd ÉĻ
İngiltərədən	-12.222638130187988	8	Ä° ng ilt ÉĻ r ÉĻ d ÉĻ n
səlahiyyətlər	-12.219797134399414	8	s ÉĻ lah i yy ÉĻ tl ÉĻ r
müəssisələrə	-12.205239295959473	8	mÃ¼ ÉĻ ss is ÉĻ l ÉĻ r ÉĻ
göndərərək	-12.196784019470215	8	g Ã¶ nd ÉĻ r ÉĻ r ÉĻ k
dəyişikliyinə	-12.184441566467285	8	d ÉĻ yi ÅŁ ik li y in ÉĻ
istiqamətlərində	-12.175138473510742	8	ist iq am ÉĻ tl ÉĻ r ind ÉĻ
çəmənliklər	-12.170366287231445	8	Ã§ ÉĻ m ÉĻ n lik l ÉĻ r
təyyarələrinin	-12.167841911315918	8	t ÉĻ yy ar ÉĻ l ÉĻ rin in
İçərişəhər	-12.1463041305542	8	Ä° Ã§ ÉĻ ri ÅŁ ÉĻ h ÉĻ r
mühafizəçiləri	-12.145118713378906	8	m Ã¼h af iz ÉĻ Ã§ il ÉĻ ri
təsdiqləmək	-12.139756202697754	8	t ÉĻ s di ql ÉĻ m ÉĻ k
səviyyələrdə	-12.139379501342773	8	s ÉĻ vi yy ÉĻ l ÉĻ rd ÉĻ
müvəffəqiyyəti	-12.133766174316406	8	mÃ¼ v ÉĻ ff ÉĻ qi yy ÉĻ ti
şəbəkələrin	-12.128313064575195	8	ÅŁ ÉĻ b ÉĻ k ÉĻ l ÉĻ rin
səlahiyyətlərin	-12.124610900878906	8	s ÉĻ lah i yy ÉĻ tl ÉĻ rin
növbədənkənar	-12.120565414428711	8	n Ã¶ vb ÉĻ d ÉĻ nk ÉĻ nar
münasibətlərə	-12.105817794799805	8	m Ã¼n as ib ÉĻ tl ÉĻ r ÉĻ
sahələrindən	-12.097002983093262	8	s ah ÉĻ l ÉĻ r ind ÉĻ n
fəaliyyətindən	-12.096709251403809	8	f ÉĻ ali yy ÉĻ t ind ÉĻ n
məhkəmədən	-12.09352970123291	8	m ÉĻ hk ÉĻ m ÉĻ d ÉĻ n
nəzəriyyəsini	-12.086249351501465	8	n ÉĻ z ÉĻ ri yy ÉĻ s ini
dəstəklədiyini	-12.076676368713379	8	d ÉĻ st ÉĻ kl ÉĻ di y ini
dəyişdirməyə	-12.066123962402344	8	d ÉĻ yi ÅŁ d irm ÉĻ y ÉĻ
sövdələşmə	-12.06502914428711	8	s Ã¶ vd ÉĻ l ÉĻ ÅŁ m ÉĻ
təsdiqləyən	-12.059591293334961	8	t ÉĻ s di ql ÉĻ y ÉĻ n
əlaqələndirmə	-12.053659439086914	8	ÉĻ la q ÉĻ l ÉĻ nd irm ÉĻ
dərəcəsində	-12.051491737365723	8	d ÉĻ r ÉĻ c ÉĻ s ind ÉĻ
tənzimlənən	-12.0510892868042	8	t ÉĻ nz im l ÉĻ n ÉĻ n
tərəvəzlər	-12.050272941589355	8	t ÉĻ r ÉĻ v ÉĻ zl ÉĻ r
maliyyələşmə	-12.04663372039795	8	m ali yy ÉĻ l ÉĻ ÅŁ m ÉĻ
Tərəflərdən	-12.039798736572266	8	T ÉĻ r ÉĻ fl ÉĻ rd ÉĻ n
bölgələrindən	-12.035408973693848	8	bÃ¶ lg ÉĻ l ÉĻ r ind ÉĻ n
vəzifələrə	-12.035305976867676	8	v ÉĻ z if ÉĻ l ÉĻ r ÉĻ
münasibətlərinə	-12.031511306762695	8	m Ã¼n as ib ÉĻ tl ÉĻ rin ÉĻ
hissələrindən	-12.0150728225708	8	h iss ÉĻ l ÉĻ r ind ÉĻ n
məhəlləsində	-12.014575004577637	8	m ÉĻ h ÉĻ ll ÉĻ s ind ÉĻ
tənzimləmək	-12.01225471496582	8	t ÉĻ nz im l ÉĻ m ÉĻ k
birləşdirərək	-12.007336616516113	8	b irl ÉĻ ÅŁ dir ÉĻ r ÉĻ k
vəzifələrinə	-12.007177352905273	8	v ÉĻ z if ÉĻ l ÉĻ rin ÉĻ
hərəkətlərin	-12.007092475891113	8	h ÉĻ r ÉĻ k ÉĻ tl ÉĻ rin
döyüşlərində	-11.994081497192383	8	d Ã¶ y Ã¼ÅŁ l ÉĻ r ind ÉĻ
məhkəmələri	-11.991366386413574	8	m ÉĻ hk ÉĻ m ÉĻ l ÉĻ ri
pəncərələri	-11.980610847473145	8	p ÉĻ nc ÉĻ r ÉĻ l ÉĻ ri
vəzifələrinin	-11.980561256408691	8	v ÉĻ z if ÉĻ l ÉĻ rin in
əhəmiyyətlidir	-11.964040756225586	8	ÉĻ h ÉĻ mi yy ÉĻ tl id ir
fərziyyələr	-11.964022636413574	8	f ÉĻ r zi yy ÉĻ l ÉĻ r
Qüvvələrində	-11.955979347229004	8	Q Ã¼ vv ÉĻ l ÉĻ r ind ÉĻ
istifadəçilərə	-11.940279960632324	8	ist if ad ÉĻ Ã§ il ÉĻ r ÉĻ
pəncərələr	-11.916656494140625	8	p ÉĻ nc ÉĻ r ÉĻ l ÉĻ r
rəhbərliyinə	-11.906250953674316	8	r ÉĻ hb ÉĻ r li y in ÉĻ
əlaqələndirir	-11.903072357177734	8	ÉĻ la q ÉĻ l ÉĻ nd ir ir
heykəltəraşlıq	-11.897087097167969	8	hey k ÉĻ lt ÉĻ ra ÅŁ lÄ± q
mərkəzlərində	-11.892000198364258	8	m ÉĻ rk ÉĻ zl ÉĻ r ind ÉĻ
təbəqələr	-11.888568878173828	8	t ÉĻ b ÉĻ q ÉĻ l ÉĻ r
mərhələləri	-11.886017799377441	8	m ÉĻ rh ÉĻ l ÉĻ l ÉĻ ri
müzakirələrə	-11.87714958190918	8	m Ã¼z ak ir ÉĻ l ÉĻ r ÉĻ
vətənpərvər	-11.874029159545898	8	v ÉĻ t ÉĻ np ÉĻ rv ÉĻ r
vasitələrindən	-11.866247177124023	8	vas it ÉĻ l ÉĻ r ind ÉĻ n
əksəriyyətində	-11.85251522064209	8	ÉĻ ks ÉĻ ri yy ÉĻ t ind ÉĻ
təcrübələrini	-11.838669776916504	8	t ÉĻ cr Ã¼b ÉĻ l ÉĻ r ini
müəssisələrdə	-11.832079887390137	8	mÃ¼ ÉĻ ss is ÉĻ l ÉĻ rd ÉĻ
Mütəxəssislər	-11.832050323486328	8	M Ã¼t ÉĻ x ÉĻ ss isl ÉĻ r
mədəniyyətini	-11.824411392211914	8	m ÉĻ d ÉĻ ni yy ÉĻ t ini
kəsişməsində	-11.815013885498047	8	k ÉĻ si ÅŁ m ÉĻ s ind ÉĻ
məhkəməsində	-11.809226989746094	8	m ÉĻ hk ÉĻ m ÉĻ s ind ÉĻ
mədəniyyətinə	-11.803935050964355	8	m ÉĻ d ÉĻ ni yy ÉĻ tin ÉĻ
tövsiyələr	-11.797759056091309	8	t Ã¶ v si y ÉĻ l ÉĻ r
xəstəliyindən	-11.79759407043457	8	x ÉĻ st ÉĻ li y ind ÉĻ n
təxirəsalınmaz	-11.789534568786621	8	t ÉĻ x ir ÉĻ sal Ä±n m az
məhkəmələr	-11.786795616149902	8	m ÉĻ hk ÉĻ m ÉĻ l ÉĻ r
müəyyənləşdirir	-11.786376953125	8	mÃ¼ ÉĻ yy ÉĻ nl ÉĻ ÅŁ dir ir
nəzəriyyəsinin	-11.772632598876953	8	n ÉĻ z ÉĻ ri yy ÉĻ sin in
fəaliyyətlərini	-11.770772933959961	8	f ÉĻ ali yy ÉĻ tl ÉĻ r ini
müvəffəqiyyət	-11.768050193786621	8	mÃ¼ v ÉĻ ff ÉĻ qi yy ÉĻ t
ölkələrindən	-11.75648307800293	8	Ã¶ lk ÉĻ l ÉĻ r ind ÉĻ n
təsdiqlənməsi	-11.741450309753418	8	t ÉĻ s di ql ÉĻ nm ÉĻ si
mərtəbəsində	-11.736714363098145	8	m ÉĻ rt ÉĻ b ÉĻ s ind ÉĻ
xəstəliklərə	-11.72864055633545	8	x ÉĻ st ÉĻ lik l ÉĻ r ÉĻ
şəbəkələr	-11.715343475341797	8	ÅŁ ÉĻ b ÉĻ k ÉĻ l ÉĻ r
təkmilləşdirmə	-11.713200569152832	8	t ÉĻ km ill ÉĻ ÅŁ d irm ÉĻ
əvvəllərindən	-11.712594032287598	8	ÉĻ vv ÉĻ ll ÉĻ r ind ÉĻ n
xəstəliklərinin	-11.703271865844727	8	x ÉĻ st ÉĻ lik l ÉĻ rin in
məsələsində	-11.69682788848877	8	m ÉĻ s ÉĻ l ÉĻ s ind ÉĻ
münasibətlərdə	-11.696669578552246	8	m Ã¼n as ib ÉĻ tl ÉĻ rd ÉĻ
mənbələrdən	-11.68541431427002	8	m ÉĻ nb ÉĻ l ÉĻ rd ÉĻ n
münasibətlərinin	-11.6812105178833	8	m Ã¼n as ib ÉĻ tl ÉĻ rin in
qələbəsində	-11.671009063720703	8	q ÉĻ l ÉĻ b ÉĻ s ind ÉĻ
yüksəkliklərdə	-11.661467552185059	8	yÃ¼ ks ÉĻ k lik l ÉĻ rd ÉĻ
xüsusiyyətlərinə	-11.647729873657227	8	x Ã¼s usi yy ÉĻ tl ÉĻ rin ÉĻ
məğlubiyyətə	-11.643831253051758	8	m ÉĻ ÄŁ l ubi yy ÉĻ t ÉĻ
hüceyrələrinin	-11.639578819274902	8	h Ã¼ ce yr ÉĻ l ÉĻ rin in
tənzimləyən	-11.639095306396484	8	t ÉĻ nz im l ÉĻ y ÉĻ n
səmərəliliyi	-11.632381439208984	8	s ÉĻ m ÉĻ r ÉĻ l ili yi
sərnişinlərin	-11.630890846252441	8	s ÉĻ r ni ÅŁ in l ÉĻ rin
əsərlərindən	-11.61775016784668	8	ÉĻ s ÉĻ rl ÉĻ r ind ÉĻ n
birləşmələrin	-11.615906715393066	8	b irl ÉĻ ÅŁ m ÉĻ l ÉĻ rin
şəbəkələri	-11.610306739807129	8	ÅŁ ÉĻ b ÉĻ k ÉĻ l ÉĻ ri
bələdiyyəsinin	-11.609075546264648	8	b ÉĻ l ÉĻ di yy ÉĻ sin in
sərnişinlər	-11.604218482971191	8	s ÉĻ r ni ÅŁ in l ÉĻ r
vəzifələrdə	-11.588820457458496	8	v ÉĻ z if ÉĻ l ÉĻ rd ÉĻ
